,popularity,budget,revenue,original_title,genres,production_companies,vote_count,vote_average,release_year
63,2.404473,65000000,235666219,Spy,Action|Comedy|Crime,Twentieth Century Fox Film Corporation|Chernin Entertainment|Feigco Entertainment,1840,6.9,2015
64,2.395366,50100000,153962963,Focus,Romance|Comedy|Crime|Drama,Kramer & Sigman Films|RatPac-Dune Entertainment|Zaftig Films,1831,6.7,2015
65,2.354654,35000000,82347656,Hitman: Agent 47,Action|Crime|Thriller,Twentieth Century Fox Film Corporation|Fox International Productions|Infinite Frameworks Studios|TSG Entertainment,820,5.5,2015
66,2.345821,100000000,93820758,In the Heart of the Sea,Thriller|Drama|Adventure|Action|History,Imagine Entertainment|Spring Creek Productions|Warner Bros.|Roth Films|K. JAM Media,805,6.4,2015
67,2.331636,20000000,0,Survivor,Crime|Thriller|Action,Nu Image Films|Winkler Films|Millennium Films|Survivor Productions,280,5.4,2015
68,2.3315669999999997,35000000,137935567,Creed,Drama,New Line Cinema|Warner Bros.|Metro-Goldwyn-Mayer (MGM)|Chartoff-Winkler Productions,1171,7.3,2015
69,2.31767,35000000,140795793,Trainwreck,Comedy,Universal Pictures|Fuji Television Network|Dentsu|Apatow Productions,849,6.1,2015
70,2.29573,13000000,32848185,Eye in the Sky,Drama|Thriller|War,Entertainment One|Moonlighting Films|Raindog Films,265,7.2,2015
71,2.28135,25000000,42972994,Legend,Crime|Thriller,Working Title Films|Cross Creek Pictures|Anton Capital Entertainment (ACE),619,6.7,2015
72,2.2720439999999997,0,45895,Beyond the Reach,Thriller,Furthur Films,81,5.5,2015
73,2.234573,150000000,128388320,Pan,Adventure|Family|Fantasy,Warner Bros.|Moving Picture Company (MPC)|Berlanti Productions|RatPac-Dune Entertainment,586,5.9,2015
74,2.165433,0,0,Mythica: The Darkspore,Action|Adventure|Fantasy,Arrowstorm Entertainment,27,5.1,2015
75,2.141506,0,0,Me and Earl and the Dying Girl,Comedy|Drama,Indian Paintbrush,569,7.7,2015
76,2.140199,99000000,246233113,The Peanuts Movie,Adventure|Animation|Comedy|Family,Blue Sky Studios|Twentieth Century Fox Animation|Feigco Entertainment,414,6.4,2015
77,2.121884,35000000,48623572,Concussion,Drama,Village Roadshow Pictures|Scott Free Productions|LStar Capital|The Cantillon Company|The Shuman Company,500,6.9,2015
78,2.096273,25000000,52395996,The Night Before,Comedy,Sony Pictures|Point Grey Pictures|Good Universe,363,6.1,2015
79,2.0809349999999998,2500000,5214043,Knock Knock,Drama|Horror|Thriller,Universum Film (UFA)|Dragonfly Entertainment|Black Bear Pictures|Square One Entertainment|Sobras International Pictures,473,4.8,2015
80,2.070708,34000000,63013281,The Longest Ride,Romance|Drama,Fox 2000 Pictures|Temple Hill Entertainment,711,7.3,2015
81,2.060162,80000000,466183544,Hotel Transylvania 2,Animation|Comedy|Family,Columbia Pictures|Sony Pictures Animation,919,6.8,2015
82,2.055572,17000000,24000000,Love the Coopers,Family|Comedy,Imagine Entertainment|Groundswell Productions|CBS Films,111,5.3,2015
83,2.049886,35000000,61181942,The Walk,Adventure|Drama|Thriller,TriStar Pictures|Sony Pictures Entertainment|ImageMovers,706,6.8,2015
84,2.0266509999999998,11000000,1863315,Tracers,Action|Crime|Drama,Temple Hill Entertainment|Senator Film|Freerunning|Melbarken|Saban Films,326,5.9,2015
85,2.000338,31000000,104384188,Vacation,Adventure|Comedy,New Line Cinema|BenderSpink|David Dobkin Productions,846,6.1,2015
86,1.984529,35000000,95437994,Poltergeist,Horror|Thriller,Ghost House Pictures|Vertigo Entertainment|Metro-Goldwyn-Mayer (MGM)|TSG Entertainment,589,5.0,2015
87,1.9800389999999999,4000000,187112,Maggie,Horror,Lionsgate|Grindstone Entertainment Group|Silver Reel|Sly Predator|Matt Baer Films,384,5.1,2015
88,1.9597650000000002,0,2000000,Equals,Drama|Romance|Science Fiction,Scott Free Productions|Infinite Frameworks Studios|Freedom Media|Route One Entertainment,135,5.6,2015
89,1.95632,50000000,3324330,Child 44,Crime|Thriller,Summit Entertainment|Scott Free Productions|Worldview Entertainment,341,5.9,2015
90,1.926739,5000000,58978653,The Gift,Thriller|Mystery,Blumhouse Productions|Blue-Tongue Films|STX Entertainment|Ahimsa Films,631,6.6,2015
91,1.904898,50000000,240360392,Daddy's Home,Comedy,Paramount Pictures|Gary Sanchez Productions|Good Universe|Red Granite Pictures,568,5.7,2015
92,1.876037,0,0,Mythica: The Necromancer,Fantasy|Action|Adventure,Arrowstorm Entertainment|Camera 40 Productions|Bellpond Films,11,5.4,2015
93,1.872696,10000000,0,Vice,Thriller|Science Fiction|Action|Adventure,Grindstone Entertainment Group|K5 International|Emmett/Furla Films|Aperture Entertainment,181,4.1,2015
94,1.865007,64000000,97571250,The Little Prince,Adventure|Animation|Fantasy,Onyx Films|Orange Studios|CityMation|On Entertainment|Zippcast Films,423,7.5,2015
95,1.841779,0,233755553,Alvin and the Chipmunks: The Road Chip,Adventure|Animation|Comedy|Family,Regency Enterprises|Fox 2000 Pictures|Sunswept Entertainment|Bagdasarian Productions|TSG Entertainment,278,5.7,2015
96,1.82313,11930000,18340000,The Dressmaker,Drama,Amazon Studios|Film Art Media|Apollo Media,197,6.9,2015
97,1.758618,8500000,43528634,The DUFF,Romance|Comedy,Wonderland Sound and Vision|CBS Films|Vast Entertainment,753,6.8,2015
98,1.742286,10000000,52882018,Sinister 2,Horror,Alliance Films|Blumhouse Productions|IM Global|Automatik Entertainment|Entertainment One,331,5.5,2015
99,1.73518,30000000,107597242,Paul Blart: Mall Cop 2,Action|Adventure|Comedy|Family,Columbia Pictures|Happy Madison Productions|Sony Pictures Releasing|Sony Pictures Home Entertainment|Sony Pictures Entertainment (SPE),422,5.3,2015
100,1.7247119999999898,0,0,Frozen Fever,Adventure|Animation|Family,Walt Disney Pictures|Walt Disney Animation Studios,475,7.0,2015
101,1.661789,0,0,High-Rise,Action|Drama|Science Fiction,Ingenious Media|HanWay Films|Scope Pictures|Recorded Picture Company (RPC)|Northern Ireland Screen,161,5.4,2015
102,1.6510779999999898,4000000,50163103,The Boy Next Door,Thriller,Universal Pictures|Nuyorican Productions|Blumhouse Productions|Smart Entertainment,810,3.9,2015
103,1.646664,0,0,Spooks: The Greater Good,Thriller|Action,BBC Films|Isle of Man Film|Shine Pictures|Kudos Film and Television|Pinewood Pictures,114,5.6,2015
104,1.532997,30000000,49263404,Entourage,Comedy,Warner Bros.|Closest to the Hole Productions,364,6.2,2015
105,1.5100959999999999,23000000,79799880,The Wedding Ringer,Comedy,Miramax Films|Screen Gems|LStar Capital,446,6.5,2015
106,1.499614,15000000,14860766,Scouts Guide to the Zombie Apocalypse,Comedy|Horror,Paramount Pictures|Oops Doughnuts Productions|Broken Road Productions|Brucks Entertainment,288,6.2,2015
107,1.495112,5000000,98450062,The Visit,Horror|Thriller,Blumhouse Productions|Blinding Edge Pictures,729,5.9,2015
108,1.4832459999999899,53000000,99775678,Black Mass,Crime|Drama,Infinitum Nihil|Head Gear Films|Cross Creek Pictures|Free State Pictures|RatPac-Dune Entertainment,848,6.3,2015
109,1.449072,8900000,50136,Heist,Crime|Action|Thriller,Emmett/Furla Films|Silver Plane Films|Mass Hysteria Entertainment|Tri Vision Pictures,233,5.4,2015
110,1.448002,15000000,61548707,Krampus,Horror|Comedy|Fantasy,Universal Pictures|Legendary Pictures,342,5.9,2015
111,1.443406,20000000,208588,Dark Places,Drama|Mystery|Thriller,Denver and Delilah Productions|Mandalay Vision|Exclusive Media Group|Hugo Productions|Cuatro Plus Films,322,5.7,2015
112,1.41239,5000000,54418872,No Escape,Action|Thriller,Bold Films|Living Films|Brothers Dowdle Productions,519,6.7,2015
113,1.40805,700000,17986781,Dope,Crime|Drama|Comedy,Forest Whitaker's Significant Productions|Revolt Films|IamOTHER Entertainment,448,7.3,2015
114,1.3882510000000001,28000000,28208085,American Ultra,Comedy|Action,Concorde Filmverleih|Likely Story|FilmNation Entertainment|Circle of Confusion|The Bridge Finance Company,695,5.9,2015
115,1.388032,11000000,61619773,Woman in Gold,Drama,BBC Films|Origin Pictures,277,7.3,2015
116,1.38032,0,0,The Scorpion King: The Lost Throne,Action|Fantasy|Adventure,Universal Pictures,22,4.5,2015
117,1.3766049999999999,30000000,105011053,Sisters,Comedy,Little Stranger,399,5.9,2015
118,1.360926,12000000,32248241,Project Almanac,Science Fiction|Thriller,Paramount Pictures|MTV Films|Platinum Dunes|Insurge Pictures,637,6.3,2015
119,1.360827,0,5189646,Absolutely Anything,Comedy|Science Fiction,Premiere Picture|Bill and Ben Productions|GFM films,199,5.8,2015
120,1.3558219999999999,25000000,72629670,The Transporter Refueled,Thriller|Action|Crime,EuropaCorp,407,5.3,2015
121,1.345982,55000000,74679822,Crimson Peak,Mystery|Thriller|Fantasy|Horror|Drama,Legendary Pictures,819,6.4,2015
122,1.342839,0,0,Everly,Thriller|Action,"Crime Scene Pictures|Radius-TWC|Anonymous Content|Vega, Baby!",169,5.1,2015
123,1.338481,14800000,122413057,Magic Mike XXL,Comedy|Drama|Music,Warner Bros.|Iron Horse Entertainment (II),501,6.3,2015
124,1.338322,10000000,78099553,Paranormal Activity: The Ghost Dimension,Horror|Thriller,Paramount Pictures|Blumhouse Productions,267,5.0,2015
125,1.329702,0,229094,Slow West,Romance|Thriller|Western,The New Zealand Film Commission|Film4|See Saw Films|DMC Films,229,6.6,2015
126,1.316239,15000000,8235661,Trumbo,Drama,Groundswell Productions|Inimitable Pictures|ShivHans Pictures,273,7.2,2015
127,1.315266,19500000,32189727,Secret in Their Eyes,Crime|Drama|Mystery,Ingenious Media|Gran Via Productions|IM Global|Route One Films,202,6.2,2015
128,1.29314,0,2500431,Mistress America,Comedy,RT Features,132,6.4,2015
129,1.291013,74000000,311594032,The SpongeBob Movie: Sponge Out of Water,Family|Animation,Paramount Pictures|Nickelodeon Movies|Nickelodeon Animation Studios|United Plankton Pictures|Disruption Entertainment,533,5.7,2015
130,1.284541,0,4719695,True Story,Crime|Drama|Mystery,Plan B Entertainment|Regency Enterprises|New Regency Pictures,354,6.0,2015
131,1.278928,20000000,43967255,Max,Adventure|Drama|Family,Sunswept Entertainment|Warner Bros.|Metro-Goldwyn-Mayer (MGM),214,7.0,2015
132,1.25358,0,59700000,Shaun the Sheep Movie,Family|Animation|Comedy|Adventure,Aardman Animations|Studio Canal|Anton Capital Entertainment (ACE),340,6.9,2015
133,1.251681,11000000,0,Louder Than Bombs,Drama,Motlys|Arte France CinÃ©ma|Animal Kingdom,43,6.3,2015
134,1.2452239999999999,0,1702433,A Perfect Day,Comedy|Drama,Reposado Producciones|TelevisiÃ³n EspaÃ±ola (TVE)|Mediapro,102,6.3,2015
135,1.225325,40000000,10664749,The Gunman,Action|Drama|Crime,StudioCanal|Silver Pictures|TF1 Films Production|Canal+|Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA),283,5.6,2015
136,1.191138,1000000,62882090,Unfriended,Horror|Thriller,Bazelevs Production|Blumhouse Productions,643,5.6,2015
137,1.178831,35000000,51680201,Hot Pursuit,Action|Crime|Comedy,New Line Cinema|Warner Bros.|Metro-Goldwyn-Mayer (MGM)|Pacific Standard,472,5.5,2015
138,1.1647239999999999,10000000,104303851,Insidious: Chapter 3,Drama|Horror|Thriller,Sony Pictures,610,6.3,2015
139,1.161812,0,118483,Z for Zachariah,Drama|Science Fiction|Thriller,Palomar Pictures|Lucky Hat Entertainment|Silver Reel|Material Pictures|Zik Zak Kvikmyndir,181,5.5,2015
140,1.144808,0,0,Dragonheart 3: The Sorcerer's Curse,Action|Adventure|Fantasy,Raffaella Productions,59,4.5,2015
141,1.142518,6000000,41387687,The Lady in the Van,Comedy|Drama,BBC Films|TriStar Productions,135,5.9,2015
142,1.138395,40000000,34227298,Victor Frankenstein,Drama|Science Fiction|Thriller,Twentieth Century Fox Film Corporation|Davis Entertainment|Moving Picture Company (MPC)|TSG Entertainment,408,5.5,2015
143,1.128081,0,0,Brothers of the Wind,Adventure|Drama|Family,Terra Mater Factual Studios,11,7.5,2015
144,1.1252389999999999,8000000,3759286,Anomalisa,Animation|Comedy|Drama|Romance,Starburns Industries,259,6.7,2015
145,1.0733489999999999,1800000,0,Bone Tomahawk,Horror|Western|Adventure|Drama,Caliber Media Company|The Fyzz Facility|Realbuilder Productions,220,6.3,2015
146,1.065888,0,17671101,Regression,Horror|Mystery|Thriller,The Weinstein Company|HimenÃ³ptero|First Generation Films|Mod Producciones|FilmNation Entertainment,310,5.2,2015
147,1.0630549999999999,0,0,Pawn Sacrifice,Drama,Material Pictures|MICA Entertainment|PalmStar Media|Gail Katz Productions,148,6.6,2015
148,1.046518,0,11472454,The Man Who Knew Infinity,Drama,Animus Films|Edward R. Pressman Film|Kreo Films FZ|Xeitgeist Entertainment Group|American Entertainment Investors,104,7.1,2015
149,1.041922,20000000,0,Momentum,Thriller|Action,Thaba Media|Azari Media,100,5.8,2015
150,1.03839,2000000,1477002,The Diary of a Teenage Girl,Drama|Romance,Caviar Films|Cold Iron Pictures|Archer Gray,186,6.8,2015
151,1.036825,0,0,Pay the Ghost,Horror|Thriller,Voltage Films|Midnight Kitchen Productions,114,5.3,2015
152,1.02762,0,0,The Voices,Horror|Thriller|Comedy|Crime,Studio Babelsberg|Mandalay Vision|1984 Private Defense Contractors,371,6.0,2015
153,1.021441,0,3643591,Last Knights,Action|Adventure,Czech Anglo Productions|Luka Productions,237,6.3,2015
154,1.0084739999999999,12000000,0,Il racconto dei racconti,Romance|Fantasy|Horror,HanWay Films|Rai Cinema|Le Pacte|Fonds Eurimages du Conseil de l'Europe|Recorded Picture Company (RPC),211,5.7,2015
155,1.0070540000000001,11000000,27391084,Irrational Man,Mystery|Drama,Sony Pictures|Gravier Productions,319,6.1,2015
156,0.973316,15000000,0,Queen of the Desert,Drama|History,Benaroya Pictures|H Films|Raslan Company of America,30,6.0,2015
157,0.956096,18000000,41325328,Ricki and the Flash,Comedy|Drama|Music,Columbia TriStar|Clinica Estetico|LStar Capital,152,5.5,2015
158,0.9536469999999999,0,0,Miss You Already,Comedy|Drama|Romance,S Films|New Sparta Films,139,7.2,2015
159,0.953046,630019,0,Kung Fury,Action|Comedy|Science Fiction|Fantasy,Laser Unicorns,487,7.7,2015
160,0.950793,12000000,60273173,The Perfect Guy,Drama|Thriller,Screen Gems,122,5.6,2015
161,0.9384319999999999,0,1936524,A Bigger Splash,Crime|Drama|Mystery|Thriller,StudioCanal|Ministero per i Beni e le AttivitÃ  Culturali (MiBAC)|Frenesy Film Company|Sensi Contemporanei Cinema e Audiovisivo|Cota Film,69,5.8,2015
162,0.9376200000000001,10000000,7587485,While We're Young,Drama|Comedy,Scott Rudin Productions|A24,265,5.9,2015
163,0.9273389999999999,40000000,106511453,Get Hard,Comedy,Gary Sanchez Productions|Warner Bros.,661,5.9,2015
164,0.91704,0,0,Kidnapping Mr. Heineken,Drama|Action|Crime|Thriller,Umedia|Informant Europe SPRL|European Film Company,131,5.8,2015
165,0.913085,60000000,0,The Ridiculous 6,Comedy|Western,Happy Madison Productions,252,4.8,2015
166,0.90686,0,0,Kill Me Three Times,Comedy|Thriller,Parabolic Pictures|Stable Way Entertainment|Cargo Films|Media House Capital,96,5.1,2015
167,0.9060360000000001,25000000,24902723,The 33,History|Drama,Alcon Entertainment|Phoenix Pictures|Fabula|Half Circle,262,5.8,2015
168,0.898295999999999,14000000,16002420,Suffragette,Drama|History,Ruby Films|PathÃ©|Film4,231,7.1,2015
169,0.8944770000000001,0,0,45 Years,Drama,The Bureau,167,6.0,2015
170,0.880937999999999,6000000,11122090,We Are Your Friends,Drama|Music|Romance,Working Title Films,412,6.2,2015
171,0.880268,0,6075,Barely Lethal,Adventure|Action|Comedy,A24,215,5.5,2015
172,0.874641,0,13192457,Macbeth,History|Drama|War,Studio Canal|See-Saw Films|Creative Scotland|Film4|Anton Capital Entertainment (ACE),269,6.4,2015
173,0.872149,0,16775,Extraction,Action|Thriller,Emmett/Furla Films|Oasis Films|Aperture Entertainment|Twirly Films Limited,57,4.2,2015
174,0.8611790000000001,0,0,Jenny's Wedding,Comedy|Drama,MM Productions|Merced Media Partners|PalmStar Media,92,5.2,2015
175,0.848748,0,0,Descendants,Music|Action|Adventure|Comedy|Family,Walt Disney Television,262,6.7,2015
176,0.843174,0,0,Tumbledown,Music|Romance|Comedy,Echo Films|Bron Studios|Hahnscape,22,6.6,2015
177,0.842202,0,30229977,Far from the Madding Crowd,Romance|Drama,Fox Searchlight Pictures|DNA Films|BBC Films,220,6.9,2015
178,0.8369409999999989,0,3002884,The End of the Tour,Drama,A24,126,7.3,2015
179,0.8324870000000001,10000000,85978266,The Second Best Exotic Marigold Hotel,Drama|Comedy,Participant Media|Fox Searchlight|Blueprint Pictures,196,6.4,2015
180,0.829111,20000000,6420319,Little Boy,Comedy|Drama|War,Metanoia Films,113,7.1,2015
181,0.821443,0,0,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,Action|Adventure|Animation|Family,Warner Bros. Animation,14,6.4,2015
182,0.820691,0,1986615,Remember,Drama|Thriller,Serendipity Point Films|Egoli Tossell Film AG,75,7.7,2015
183,0.814206,37000000,26250020,Aloha,Adventure|Comedy|Romance,Columbia Pictures|Vinyl Films|Regency Enterprises|Sony Pictures Entertainment (SPE)|RatPac Entertainment,469,5.2,2015
184,0.813893,26000000,0,Accidental Love,Romance|Comedy,K. JAM Media,64,3.6,2015
185,0.810667,0,0,Halo: The Fall of Reach,Action|Animation|Science Fiction,343 Industries|The Sequence Group,32,5.3,2015
186,0.795762,28000000,7002261,Our Brand Is Crisis,Drama|Comedy,Participant Media|Smokehouse Pictures,122,5.7,2015
187,0.792471,0,0,Into the Forest,Drama|Science Fiction,Rhombus Media|Bron Studios,57,5.1,2015
